DIRECTORIO;P6040;P404;P3503;P3271;P400;FEX_C
8044787;15;2;2;2;3;41.735.865.074
8044791;13;2;2;1;3;10.975.155.179
8044791;10;2;2;1;3;10.975.155.179
8044793;15;2;2;2;3;12.867.998.825
8044796;13;2;2;1;3;85.644.426.723
8044799;17;2;2;2;3;12.656.809.897
8044800;9;2;2;1;3;10.353.211.709
8044800;6;2;2;2;3;10.353.211.709
8044800;6;2;2;1;3;10.353.211.709
8044803;6;2;2;2;3;13.931.844.974
8044804;15;2;2;1;3;1.190.441.551
8044804;13;2;2;2;3;1.190.441.551
8044805;16;2;2;2;3;14.301.796.952
8044805;13;2;2;1;3;14.301.796.952
8044805;9;2;2;1;3;14.301.796.952
8044809;17;;2;1;1;12.667.695.993
8044815;13;2;2;1;3;10.537.504.257
8044815;11;2;2;1;3;10.537.504.257
8044815;8;2;2;1;3;10.537.504.257
8044816;17;2;2;2;3;46.249.105.755
8044816;16;2;2;1;3;46.249.105.755
8044816;14;2;2;1;3;46.249.105.755
8044816;13;2;2;1;1;46.249.105.755
8044817;7;2;2;1;3;46.249.105.755
8044818;11;2;2;1;3;10.760.493.951
8044819;13;2;2;1;3;11.426.969.373
8044819;6;2;2;2;3;11.426.969.373
8044823;15;2;2;2;3;86.916.227.267
8044823;9;2;2;2;3;86.916.227.267
8044826;6;2;2;1;3;13.420.784.386
8044827;14;2;2;2;3;21.126.919.763
8044827;11;2;2;2;3;21.126.919.763
8044827;9;2;2;2;3;21.126.919.763
8044828;16;2;2;2;3;96.872.879.808
8044828;15;2;2;2;3;96.872.879.808
8044832;15;2;2;1;3;15.143.743.375
8044832;9;2;2;2;3;15.143.743.375
8044833;16;2;2;1;3;2.267.308.203
8044833;14;2;2;1;3;2.267.308.203
8044835;17;2;2;2;3;11.490.996.734
8044836;11;2;2;2;3;16.197.639.945
8044836;8;2;2;2;3;16.197.639.945
8044840;6;2;2;2;3;61.279.402.915
8044841;14;2;2;1;3;1.399.712.417
8044841;13;2;2;1;3;1.399.712.417
8044841;10;2;2;2;3;1.399.712.417
8044841;9;2;2;1;3;1.399.712.417
8044842;13;2;2;1;3;7.436.349.143
8044844;11;2;2;2;3;77.460.860.297
8044844;10;2;2;2;6;77.460.860.297
8044848;10;2;2;1;3;73.057.722.711
8044851;17;;2;1;5;40.467.967.536
8044851;9;2;2;2;3;40.467.967.536
8044853;10;2;2;2;3;73.748.526.184
8044853;5;2;2;2;3;73.748.526.184
8044854;10;2;2;1;3;41.110.316.227
8044858;12;2;2;1;3;77.982.662.785
8044860;16;2;2;2;6;90.928.226.885
8044863;14;2;2;1;3;12.194.509.531
8044863;10;2;2;2;3;12.194.509.531
8044867;14;2;2;1;3;99.670.563.378
8044870;14;2;2;1;3;11.145.999.304
8044870;7;2;2;2;3;11.145.999.304
8044871;10;2;2;2;3;18.257.831.894
8044871;8;2;2;2;3;18.257.831.894
8044875;6;2;2;2;3;18.398.508.899
8044877;16;2;2;2;6;76.996.448.405
8044877;14;2;2;2;6;76.996.448.405
8044879;10;2;2;2;6;89.139.016.613
8044884;9;2;2;1;3;8.330.839.545
8044885;11;2;2;2;3;81.447.784.417
8044887;11;2;2;1;3;94.626.604.462
8044887;8;2;2;1;3;94.626.604.462
8044887;6;2;2;1;3;94.626.604.462
8044888;5;2;2;1;6;7.790.554.098
8044891;13;2;2;2;6;12.038.196.169
8044891;7;2;2;2;6;12.038.196.169
8044892;7;2;2;1;3;65.799.918.027
8044893;17;2;2;1;3;47.931.861.022
8044894;12;2;2;2;3;65.578.910.549
8044895;11;2;2;1;6;42.008.106.321
8044898;7;2;2;1;6;85.696.095.078
8044899;15;2;2;2;6;68.814.075.968
8044902;15;2;2;2;6;59.589.389.226
8044902;9;2;2;1;6;59.589.389.226
8044905;10;2;2;2;6;13.192.033.016
8044905;8;2;2;2;3;13.192.033.016
8044910;5;2;2;1;4;57.130.730.052
8044912;6;2;2;1;3;55.213.895.315
8044915;15;2;2;2;6;53.817.874.779
8044916;13;2;2;1;6;75.439.786.515
8044916;9;1;2;1;3;75.439.786.515
8044917;17;2;2;2;4;95.849.653.805
8044917;8;2;2;1;6;95.849.653.805
8044923;16;2;2;2;3;63.723.527.225
8044924;15;2;2;1;3;88.328.790.377
8044924;13;2;2;1;3;88.328.790.377
8044924;11;2;2;1;3;88.328.790.377
8044924;9;2;2;1;3;88.328.790.377
8044940;17;2;2;1;3;10.873.227.962
8044946;17;2;2;1;6;77.004.675.454
8044947;13;2;2;2;6;23.486.037.131
8044951;16;2;2;2;6;4.813.544.715
8044952;5;2;2;2;6;3.192.916.642
8044955;15;2;2;1;6;34.971.019.241
8044955;13;2;2;1;6;34.971.019.241
8044956;6;2;2;2;6;35.466.079.229
8044956;7;2;2;2;6;35.466.079.229
8044956;5;2;2;2;6;35.466.079.229
8044957;6;2;2;2;6;30.334.345.648
8044959;17;;2;1;1;51.422.996.409
8044959;11;2;2;1;6;51.422.996.409
8044963;9;2;2;2;6;16.427.265.805
8044968;15;2;2;2;6;40.206.010.524
8044968;9;2;2;1;6;40.206.010.524
8044972;8;2;2;1;6;20.948.102.662
8044974;13;2;2;1;6;3.191.702.551
8044974;10;2;2;2;6;3.191.702.551
8044976;12;2;2;2;6;28.980.217.162
8044982;16;2;2;2;4;47.856.818.836
8044982;12;2;2;1;6;47.856.818.836
8044983;12;2;2;2;4;82.865.551.746
8044983;11;2;2;2;6;82.865.551.746
8044983;8;2;2;1;6;82.865.551.746
8044983;5;2;2;1;6;82.865.551.746
8044984;11;2;2;1;6;39.655.521.066
8044984;5;2;2;1;6;39.655.521.066
8044985;5;2;2;1;3;56.278.183.757
8044988;13;2;2;1;6;34.196.418.102
8044988;8;2;2;1;6;34.196.418.102
8044991;17;2;2;1;6;23.576.874.722
8044992;9;2;2;1;6;3.372.871.463
8044994;16;2;2;2;6;24.512.325.426
8044998;13;2;2;1;3;11.457.467.607
8045002;12;2;2;2;3;29.721.721.589
8045003;14;2;2;1;3;30.927.581.631
8045003;9;2;2;2;3;30.927.581.631
8045004;9;2;2;2;3;23.493.555.777
8045006;7;2;2;1;3;82.173.809.841
8045007;11;2;2;1;3;63.664.410.013
8045010;13;2;2;1;3;92.451.234.781
8045011;11;2;2;2;3;78.644.514.917
8045013;8;2;2;2;3;85.706.030.471
8045014;15;2;2;1;3;76.511.184.121
8045015;8;2;2;1;6;54.536.727.292
8045015;6;2;2;1;6;54.536.727.292
8045017;12;2;2;2;3;72.178.951.821
8045022;14;2;2;1;3;73.632.018.028
8045027;13;2;2;2;3;66.452.640.936
8045027;11;2;2;1;3;66.452.640.936
8045031;13;2;2;1;3;10.033.191.561
8045033;14;2;2;2;3;13.761.498.892
8045041;7;2;2;2;6;96.964.490.837
8045047;16;2;2;1;3;92.083.521.641
8045047;13;2;2;1;3;92.083.521.641
8045048;11;2;2;1;3;9.464.202.824
8045048;9;2;2;2;3;9.464.202.824
8045049;9;2;2;2;3;84.083.890.048
8045051;15;;2;1;6;97.100.790.918
8045051;12;2;2;2;3;97.100.790.918
8045055;6;2;2;2;6;71.435.402.062
8045057;15;2;2;2;3;59.202.517.586
8045057;10;2;2;2;3;59.202.517.586
8045062;8;2;2;1;3;1.344.331.498
8045067;11;2;2;1;3;64.888.498.658
8045070;12;2;2;1;3;15.559.133.601
8045071;16;2;2;2;4;10.899.708.348
8045077;8;2;2;2;6;47.281.430.253
8045078;14;2;2;2;6;11.550.188.828
8045078;6;2;2;1;6;11.550.188.828
8045078;7;2;2;1;6;11.550.188.828
8045078;6;2;2;1;6;11.550.188.828
8045079;16;2;2;2;6;10.375.726.337
8045079;12;2;2;1;6;10.375.726.337
8045079;10;2;2;1;6;10.375.726.337
8045080;14;2;2;1;6;86.772.450.286
8045080;6;2;2;2;6;86.772.450.286
8045085;11;2;2;1;3;87.518.540.916
8045085;6;2;2;2;3;87.518.540.916
8045088;6;2;2;2;3;82.785.832.871
8045089;14;2;2;2;3;39.980.720.316
8045093;11;2;2;2;3;93.702.302.643
8045094;16;;2;2;3;64.228.727.039
8045095;12;2;2;1;3;76.596.258.412
8045097;16;2;2;2;3;27.829.511.997
8045105;16;2;2;2;3;4.415.724.984
8045107;12;2;2;1;3;34.419.592.088
8045109;16;2;2;1;6;3.700.672.136
8045113;15;2;2;1;4;23.672.487.007
8045120;9;2;2;2;3;70.983.847.122
8045120;6;2;2;2;3;70.983.847.122
8045121;16;2;2;1;6;49.823.086.939
8045122;16;2;2;2;6;64.811.055.619
8045122;11;2;2;1;3;64.811.055.619
8045123;13;2;2;1;3;49.240.451.836
8045124;7;2;2;1;3;74.291.155.541
8045136;17;2;2;1;4;71.717.141.675
8045136;8;2;2;2;3;71.717.141.675
8045137;9;2;2;1;3;76.596.258.412
8045143;7;2;2;1;4;77.684.389.097
8045146;12;2;2;1;4;14.644.658.834
8045146;7;2;2;1;6;14.644.658.834
8045146;7;2;2;1;6;14.644.658.834
8045146;5;2;2;2;6;14.644.658.834
8045154;7;2;2;2;3;15.410.418.363
8045154;5;2;2;1;3;15.410.418.363
8045155;7;2;2;1;6;11.745.666.422
8045158;7;2;2;2;6;10.717.226.517
8045159;15;2;2;2;6;20.336.343.742
8045165;17;2;2;1;6;1.255.079.721
8045165;15;2;2;2;3;1.255.079.721
8045165;9;2;2;2;3;1.255.079.721
8045166;7;2;2;2;3;11.698.260.726
8045167;5;2;2;1;3;84.352.805.148
8045168;12;2;2;2;3;13.839.928.523
8045169;12;2;2;2;6;15.356.459.034
8045170;13;2;2;1;6;10.220.346.754
8045171;15;2;2;2;3;11.604.119.864
8045173;12;2;2;2;3;16.559.494.161
8045173;7;2;2;2;3;16.559.494.161
8045174;16;2;2;1;6;13.474.561.765
8045174;11;2;2;2;3;13.474.561.765
8045176;9;2;2;1;3;13.924.943.836
8045181;16;2;2;1;4;10.651.809.915
8045183;14;2;2;1;6;11.964.355.032
8045183;10;2;2;1;6;11.964.355.032
8045188;16;2;2;2;3;20.422.151.099
8045189;16;;2;2;1;15.637.135.214
8045192;16;2;2;1;4;43.828.751.507
8045195;14;2;2;1;3;24.585.338.058
8045195;5;2;2;2;3;24.585.338.058
8045198;9;2;2;1;6;29.387.639.761
8045199;11;2;2;2;3;1.385.331.767
8045199;6;2;2;1;3;1.385.331.767
8045205;15;2;2;1;3;81.655.055.926
8045205;5;2;2;1;3;81.655.055.926
8045207;12;2;2;1;3;11.170.289.694
8045207;12;2;2;1;3;11.170.289.694
8045211;12;2;2;1;6;2.896.896.457
8045213;11;2;2;1;3;15.832.363.051
8045217;15;2;2;2;3;13.325.393.852
8045218;10;2;2;1;3;24.832.725.218
8045218;5;2;2;2;3;24.832.725.218
8045220;12;2;2;2;3;16.176.062.781
8045221;13;2;2;2;3;28.801.011.894
8045221;10;2;2;2;3;28.801.011.894
8045222;16;2;2;2;4;14.491.571.144
8045222;15;2;2;2;4;14.491.571.144
8045222;13;2;2;2;6;14.491.571.144
8045222;9;2;2;1;3;14.491.571.144
8045222;8;2;2;1;3;14.491.571.144
8045222;5;2;2;1;6;14.491.571.144
8045225;16;2;2;1;3;13.780.417.236
8045226;16;2;2;1;3;6.616.646.243
8045226;14;2;2;1;3;6.616.646.243
8045228;17;2;2;2;3;12.515.608.849
8045229;13;2;2;1;3;14.073.211.601
8045229;12;2;2;1;3;14.073.211.601
8045229;9;2;2;2;3;14.073.211.601
8045234;14;2;2;2;3;78.204.211.398
8045236;11;2;2;1;3;88.015.803.602
8045238;6;2;2;1;3;64.068.980.637
8045251;12;2;2;1;3;49.117.899.667
8045262;14;2;2;2;3;12.030.070.909
8045262;11;2;2;1;3;12.030.070.909
8045263;11;2;2;1;6;12.030.070.909
8045263;8;2;2;1;6;12.030.070.909
8045263;8;2;2;2;6;12.030.070.909
8045264;16;2;2;2;3;39.473.670.169
8045266;8;2;2;2;3;81.735.869.107
8045266;5;2;2;1;3;81.735.869.107
8045269;17;2;2;1;6;14.035.082.727
8045269;11;2;2;1;3;14.035.082.727
8045271;15;2;2;2;3;44.517.641.399
8045274;16;2;2;1;6;64.513.487.876
8045280;14;2;2;2;3;22.250.955.001
8045286;14;2;2;2;3;11.424.777.374
8045286;16;2;2;2;3;11.424.777.374
8045286;14;2;2;2;3;11.424.777.374
8045290;16;2;2;2;3;20.893.672.156
8045292;14;2;2;2;3;11.737.831.668
8045292;10;2;2;1;3;11.737.831.668
8045293;11;2;2;2;6;27.960.716.497
8045297;15;2;2;1;3;44.511.687.879
8045298;15;2;2;2;3;33.415.601.725
8045302;10;2;2;2;3;22.569.774.671
8045306;13;2;2;2;6;69.504.195.838
8045312;16;2;2;1;3;27.910.762.423
8045313;17;2;2;2;3;80.591.213.246
8045314;10;2;2;1;3;29.625.671.394
8045315;16;2;2;2;3;11.995.229.922
8045317;10;2;2;1;3;22.641.691.724
8045318;7;2;2;1;3;22.641.691.724
8045328;16;2;2;1;6;15.481.818.633
8045330;16;2;2;1;3;56.352.478.976
8045332;13;2;2;1;6;11.737.831.668
8045332;10;2;2;2;6;11.737.831.668
8045339;16;2;2;2;6;75.296.515.446
8045339;8;2;2;1;6;75.296.515.446
8045340;9;2;2;2;6;11.483.249.504
8045343;10;2;2;2;3;27.990.272.498
8045344;15;2;2;1;3;40.983.621.073
8045352;14;2;2;1;6;14.848.176.042
8045353;15;2;2;1;6;88.014.287.326
8045353;11;2;2;1;6;88.014.287.326
8045355;9;2;2;2;6;26.226.845.532
8045358;8;2;2;1;6;12.992.154.037
8045359;13;2;2;1;6;18.283.057.932
8045361;9;2;2;2;6;1.402.981.193
8045362;16;2;2;1;6;2.358.413.163
8045362;12;2;2;2;6;2.358.413.163
8045362;11;2;2;2;6;2.358.413.163
8045362;8;2;2;1;6;2.358.413.163
8045362;9;2;2;2;6;2.358.413.163
8045362;6;2;2;2;6;2.358.413.163
8045363;14;2;2;1;6;17.022.018.059
8045380;17;1;2;1;6;42.549.260.798
8045381;15;;2;1;5;61.794.329.259
8045385;6;2;2;1;3;84.308.946.306
8045388;17;2;2;2;3;94.466.958.298
8045388;16;2;2;2;3;94.466.958.298
8045390;15;2;2;2;3;84.752.045.265
8045391;11;2;2;2;3;36.853.725.402
8045396;11;2;2;2;3;9.228.434.602
8045397;14;2;2;2;3;11.069.792.125
8045397;8;2;2;1;3;11.069.792.125
8045398;17;2;2;1;3;49.935.579.979
8045401;11;2;2;2;3;98.218.286.595
8045401;5;2;2;1;3;98.218.286.595
8045402;17;2;2;1;3;13.263.912.898
8045403;17;1;2;1;6;10.725.768.339
8045403;12;2;2;1;3;10.725.768.339
8045403;9;2;2;2;3;10.725.768.339
8045405;10;2;2;2;3;10.913.844.284
8045412;8;2;2;1;3;13.446.726.182
8045413;15;2;2;1;3;14.462.965.121
8045414;9;2;2;1;3;12.237.604.243
8045414;7;2;2;2;3;12.237.604.243
8045416;16;;2;1;5;12.648.374.745
8045416;12;2;2;2;3;12.648.374.745
8045417;11;2;2;1;3;14.032.836.625
8045423;17;;2;2;1;106.703.166
8045424;15;2;2;1;3;11.861.471.994
8045426;15;2;2;2;3;10.727.285.501
8045427;17;2;2;2;3;7.920.310.235
8045432;13;2;2;1;3;14.542.778.302
8045437;14;2;2;1;3;22.622.099.581
8045439;15;2;2;2;3;18.923.815.136
8045439;6;2;2;1;3;18.923.815.136
8045440;16;2;2;1;3;11.855.421.417
8045442;8;2;2;2;3;1.265.466.293
8045443;9;2;2;2;3;11.125.094.766
8045443;6;2;2;1;3;11.125.094.766
8045446;16;2;2;1;6;11.631.356.654
8045448;15;2;2;2;3;82.726.325.655
8045448;9;2;2;2;3;82.726.325.655
8045449;15;2;2;2;3;11.914.041.255
8045452;16;2;2;1;3;11.631.356.654
8045453;13;2;2;1;3;15.455.733.911
8045453;10;2;2;2;3;15.455.733.911
8045453;9;2;2;1;3;15.455.733.911
8045454;12;2;2;2;3;12.416.170.639
8045454;5;2;2;2;6;12.416.170.639
8045459;10;2;2;1;3;22.742.921.738
8045459;5;2;2;1;3;22.742.921.738
8045462;6;2;2;2;3;90.600.085.533
8045463;15;2;2;2;4;72.452.385.396
8045463;13;2;2;2;4;72.452.385.396
8045464;15;2;2;1;3;1.114.403.468
8045465;7;2;2;2;3;10.036.707.137
8045468;16;2;2;2;3;15.054.907.208
8045468;13;2;2;1;3;15.054.907.208
8045469;16;2;2;2;4;8.847.100.051
8045469;12;2;2;1;3;8.847.100.051
8045470;6;2;2;2;3;10.946.109.337
8045471;16;2;2;2;3;12.574.532.805
8045471;16;2;2;2;3;12.574.532.805
8045471;13;2;2;1;3;12.574.532.805
8045473;9;2;2;1;3;18.779.441.593
8045477;13;2;2;2;3;32.406.680.925
8045477;7;2;2;1;3;32.406.680.925
8045480;12;2;2;1;3;3.278.472.432
8045481;12;2;2;2;3;40.118.654.727
8045482;7;2;2;2;3;38.827.169.458
8045487;16;;2;1;1;54.916.242.416
8045487;9;2;2;1;3;54.916.242.416
8045490;7;2;2;2;3;5.738.110.267
8045495;10;2;2;1;3;11.305.013.399
8045499;9;2;2;1;3;63.420.734.899
8045499;6;2;2;2;3;63.420.734.899
8045501;11;2;2;1;3;70.010.446.065
8045501;9;2;2;1;3;70.010.446.065
8045502;5;2;2;2;3;86.716.281.077
8045505;10;2;2;1;3;6.762.553.165
8045505;8;2;2;2;3;6.762.553.165
8045507;12;2;2;2;3;69.373.024.862
8045507;7;2;2;2;3;69.373.024.862
8045508;9;2;2;1;3;39.436.706.021
8045509;15;2;2;1;3;38.999.653.866
8045511;9;2;2;1;3;54.162.116.557
8045511;7;2;2;2;3;54.162.116.557
8045511;17;2;2;2;4;54.162.116.557
8045512;16;2;2;2;3;69.764.663.186
8045513;7;2;2;1;3;63.263.049.242
8045515;8;2;2;2;3;40.475.710.058
8045516;8;2;2;2;3;23.806.281.093
8045516;6;2;2;1;3;23.806.281.093
8045519;10;2;2;2;3;38.617.562.692
8045521;10;2;2;2;3;66.784.921.595
8045522;8;2;2;1;3;64.559.588.496
8045522;5;2;2;2;3;64.559.588.496
8045524;8;2;2;1;3;64.929.784.884
8045524;5;2;2;2;3;64.929.784.884
8045526;14;2;2;1;3;1.744.887.642
8045528;7;2;2;2;3;24.819.827.584
8045531;14;2;2;1;3;20.085.044.898
8045538;12;2;2;2;3;13.255.815.934
8045539;8;2;2;2;3;13.780.612.207
8045544;7;2;2;2;3;12.270.947.978
8045548;17;1;2;1;3;10.801.632.256
8045549;13;2;2;1;3;91.223.331.144
8045549;10;2;2;1;3;91.223.331.144
8045550;5;2;2;1;3;98.494.731.026
8045552;17;2;2;2;4;12.133.217.176
8045553;9;2;2;1;3;94.828.067.921
8045553;7;2;2;1;3;94.828.067.921
8045556;7;2;2;1;3;99.060.904.701
8045556;5;2;2;1;3;99.060.904.701
8045557;10;2;2;2;3;14.407.067.969
8045561;7;2;2;1;3;10.892.996.665
8045562;6;2;2;1;3;10.766.234.706
8045564;9;2;2;1;3;94.055.417.668
8045564;5;2;2;1;3;94.055.417.668
8045566;13;2;2;1;3;11.131.762.768
8045566;7;2;2;1;3;11.131.762.768
8045567;10;2;2;1;3;78.610.641.033
8045568;11;2;2;1;3;81.564.450.833
8045573;10;2;2;1;3;87.467.997.166
8045576;13;2;2;1;3;18.216.668.629
8045576;8;2;2;1;3;18.216.668.629
8045577;7;2;2;1;3;18.227.485.734
8045579;17;2;2;2;3;157.168.322
8045580;13;2;2;2;3;20.831.157.987
8045586;13;2;2;1;3;91.786.955.488
8045594;11;2;2;1;3;21.662.739.482
8045597;16;2;2;2;3;16.292.650.771
8045597;15;2;2;2;3;16.292.650.771
8045601;15;2;2;1;3;13.029.951.632
8045601;12;2;2;1;3;13.029.951.632
8045601;8;2;2;2;3;13.029.951.632
8045607;16;2;2;1;3;12.775.646.842
8045614;10;2;2;1;3;16.320.225.115
8045615;10;2;2;1;4;2.177.868.305
8045616;15;2;2;1;3;34.005.153.495
8045616;9;2;2;2;3;34.005.153.495
8045617;10;2;2;1;3;20.478.839.033
8045618;15;2;2;1;3;14.095.262.939
8045618;11;2;2;2;3;14.095.262.939
8045619;8;2;2;2;3;14.282.216.134
8045620;15;2;2;1;3;16.183.193.211
8045620;12;2;2;1;3;16.183.193.211
8045620;10;2;2;1;3;16.183.193.211
8045622;16;2;2;2;3;85.452.949.949
8045622;5;2;2;1;3;85.452.949.949
8045625;10;2;2;1;3;27.173.765.835
8045627;17;2;2;2;3;40.693.648.037
8045627;14;2;2;2;3;40.693.648.037
8045628;15;2;2;2;3;31.435.596.563
8045633;13;2;2;2;3;644.354.842
8045635;16;2;2;1;3;46.651.423.103
8045640;6;2;2;1;3;45.413.334.462
8045641;14;2;2;1;3;92.384.472.544
8045641;12;2;2;1;3;92.384.472.544
8045641;7;2;2;1;3;92.384.472.544
8045641;5;2;2;1;3;92.384.472.544
8045646;12;2;2;1;3;44.573.009.804
8045647;17;2;2;2;3;37.382.078.324
8045648;16;2;2;2;4;64.019.957.733
8045651;7;2;2;2;3;89.020.575.526
8045652;15;2;2;2;3;41.028.697.745
8045652;13;2;2;2;3;41.028.697.745
8045654;16;2;2;2;4;57.963.953.913
8045654;17;2;2;2;4;57.963.953.913
8045660;15;2;2;1;3;3.019.307.315
8045660;7;2;2;1;3;3.019.307.315
8045661;10;2;2;1;3;3.940.702.901
8045663;6;2;2;2;6;31.929.434.215
8045664;7;2;2;1;3;78.265.673.659
8045676;10;2;2;1;6;28.704.302.299
8045677;13;2;2;2;6;33.826.940.196
8045682;11;2;2;2;3;5.518.210.001
8045684;7;2;2;1;3;69.999.327.847
8045684;6;2;2;2;3;69.999.327.847
8045690;10;2;2;2;3;65.825.525.066
8045690;6;2;2;1;3;65.825.525.066
8045692;12;2;2;1;3;98.291.014.993
8045693;15;2;2;1;3;14.192.285.694
8045693;11;2;2;1;3;14.192.285.694
8045696;12;2;2;2;3;64.405.619.863
8045705;17;2;2;2;3;34.349.663.927
8045709;6;2;2;2;3;99.528.970.546
8045710;5;2;2;2;3;12.098.496.008
8045712;10;2;2;1;4;20.031.618.369
8045718;17;2;2;2;4;76.006.221.262
8045721;12;2;2;1;3;99.066.155.861
8045722;10;2;2;2;3;13.688.584.055
8045728;11;2;2;2;3;3.112.435.182
8045728;7;2;2;2;3;3.112.435.182
8045732;15;2;2;1;3;49.342.882.071
8045736;16;2;2;1;3;4.047.678.135
8045736;11;2;2;2;3;4.047.678.135
8045737;10;2;2;1;3;1.638.551.539
8045740;15;2;2;1;3;15.865.756.579
8045740;6;2;2;2;3;15.865.756.579
8045743;6;2;2;1;6;15.706.582.302
8045744;12;2;2;2;3;14.476.312.602
8045745;11;2;2;2;3;17.133.779.436
8045747;8;2;2;1;3;15.052.559.522
8045749;17;2;2;1;4;1.585.009.122
8045750;7;2;2;1;3;2.895.715.048
8045752;7;2;2;1;3;26.856.569.765
8045753;12;2;2;2;3;26.521.153.417
8045753;10;2;2;2;3;26.521.153.417
8045754;16;2;2;1;3;24.443.431.428
8045754;9;2;2;1;3;24.443.431.428
8045754;6;2;2;1;4;24.443.431.428
8045757;12;2;2;2;3;24.672.642.387
8045766;16;2;2;1;3;25.155.138.544
8045766;12;2;2;1;4;25.155.138.544
8045768;17;2;2;1;3;2.607.344.754
8045770;5;2;2;2;3;16.941.680.725
8045778;16;2;2;1;3;30.488.838.047
8045779;10;2;2;2;3;27.344.404.702
8045779;8;2;2;2;3;27.344.404.702
8045783;12;2;2;2;3;50.991.936.101
8045788;16;2;2;1;4;4.950.033.154
8045790;17;2;2;2;4;47.748.318.537
8045790;13;2;2;2;4;47.748.318.537
8045790;14;2;2;1;4;47.748.318.537
8045793;9;2;2;1;6;80.575.287.532
8045793;7;2;2;1;6;80.575.287.532
8045797;6;2;2;2;4;38.483.372.377
8045798;16;2;2;2;4;58.752.813.825
8045800;8;2;2;2;4;60.130.269.339
8045802;11;2;2;2;3;13.601.463.285
8045803;7;2;2;1;3;10.714.016.727
8045804;14;2;2;2;3;13.549.683.174
8045804;7;2;2;2;3;13.549.683.174
8045804;5;2;2;1;3;13.549.683.174
8045922;6;2;2;1;3;64.659.608.636
8045927;8;2;2;1;3;37.377.620.292
8045929;17;2;2;1;3;57.548.218.045
8045929;14;2;2;1;3;57.548.218.045
8045930;17;2;2;1;3;1.012.061.749
8045930;16;2;2;2;3;1.012.061.749
8045930;13;2;2;2;3;1.012.061.749
8045931;10;2;2;2;3;12.402.881.801
8045932;16;2;2;1;3;12.547.379.801
8045932;15;2;2;1;3;12.547.379.801
8045932;12;2;2;1;3;12.547.379.801
8045935;17;2;2;1;3;10.207.501.998
8045935;16;2;2;1;3;10.207.501.998
8045935;13;2;2;1;3;10.207.501.998
8045935;9;2;2;2;3;10.207.501.998
8045941;13;2;2;1;3;38.827.056.208
8045942;7;2;2;1;3;36.546.675.828
8045944;7;2;2;1;3;37.368.051.414
8045944;5;2;2;2;3;37.368.051.414
8045946;13;2;2;1;3;38.359.120.605
8045947;14;2;2;2;3;39.648.431.794
8045948;15;2;2;2;3;44.876.805.239
8045948;13;2;2;1;3;44.876.805.239
8045958;6;2;2;1;6;27.462.806.448
8045959;10;2;2;1;3;33.347.474.527
8045959;8;2;2;1;3;33.347.474.527
8045961;5;2;2;1;3;25.197.072.662
8045962;15;;2;1;4;2.092.202.053
8045962;12;2;2;2;3;2.092.202.053
8045964;15;2;2;2;3;23.850.992.656
8045964;12;2;2;1;3;23.850.992.656
8045964;6;2;2;1;3;23.850.992.656
8045965;16;2;2;2;6;206.466.299
8045966;17;2;2;2;4;28.214.625.396
8045966;15;2;2;1;3;28.214.625.396
8045968;15;2;2;1;3;28.805.986.171
8045968;13;2;2;1;3;28.805.986.171
8045968;9;2;2;1;3;28.805.986.171
8045968;8;2;2;1;3;28.805.986.171
8045970;10;2;2;1;3;22.962.763.082
8045970;10;2;2;1;3;22.962.763.082
8045972;7;2;2;1;3;18.521.975.043
8045973;17;2;2;1;4;2.480.209.723
8045975;7;2;2;2;3;22.083.366.224
8045976;17;2;2;1;3;24.661.558.564
8045976;15;2;2;2;3;24.661.558.564
8045976;8;2;2;1;3;24.661.558.564
8045979;8;2;2;1;3;37.046.773.702
8045980;6;2;2;1;3;33.908.251.219
8045984;17;2;2;1;3;51.799.399.602
8045984;14;2;2;2;3;51.799.399.602
8045985;13;2;2;2;3;2.335.890.648
8045985;7;2;2;1;3;2.335.890.648
8045986;13;2;2;1;3;22.018.748.204
8045986;8;2;2;2;3;22.018.748.204
8045988;17;2;2;1;4;86.489.132.375
8045989;17;2;2;2;3;66.960.153.433
8045994;15;2;2;2;3;51.055.854.681
8045999;17;2;2;2;3;13.031.235.547
8045999;13;2;2;2;3;13.031.235.547
8045999;12;2;2;1;3;13.031.235.547
8046000;11;2;2;1;4;11.822.034.846
8046006;14;2;2;1;3;18.334.429.378
8046006;12;2;2;1;3;18.334.429.378
8046008;15;2;2;2;3;51.055.854.681
8046011;12;2;2;1;3;19.735.487.286
8046012;13;2;2;2;3;17.107.084.324
8046013;17;2;2;2;4;13.064.727.157
8046015;17;;2;1;1;12.748.271.938
8046015;14;2;2;1;3;12.748.271.938
8046016;17;2;2;1;3;41.722.308.163
8046024;6;2;2;2;3;48.246.165.782
8046030;15;2;2;2;3;34.950.997.065
8046033;8;2;2;1;3;79.601.633.446
8046036;15;2;2;2;3;8.016.618.608
8046041;6;2;2;1;3;6.784.334.462
8046044;9;;2;1;5;81.412.013.544
8046045;15;2;2;2;3;12.541.152.036
8046045;12;2;2;2;3;12.541.152.036
8046046;14;2;2;2;3;1.046.479.844
8046046;6;2;2;1;3;1.046.479.844
8046047;15;2;2;2;3;10.543.677.085
8046047;14;2;2;2;3;10.543.677.085
8046047;10;2;2;1;3;10.543.677.085
8046048;10;2;2;1;3;99.084.146.537
8046048;6;2;2;1;3;99.084.146.537
