DIRECTORIO;FEX_C;P6040_6;P6040_7;P6040_8;P6040_9;P6040_10;P6040_11;P6040_12;P6040_13;P6040_14;P6040_15;P6040_16;P6040_17;P404_2.0;P404_nan;P3503_2;P3271_2;P400_2;P400_3;P400_4;P400_5;P400_6
8053368;10625887569;-0.275601813526031;-0.2834083813231752;-0.28485933291539284;-0.28551714772492487;-0.29177949944764997;-0.2850567887986384;-0.29635220598406625;-0.29087205084018697;-0.2901576871978791;-0.2937175496191929;-0.3062990381451822;3.304838677456009;0.17234929320998646;-0.15574200105724506;0.03304835888597409;1.0161097218972288;-0.03400757319620809;0.40223799807840266;-0.19951226772676003;-0.0584206237836986;-0.3062990381451822
7993355;49197078377;-0.275601813526031;-0.2834083813231752;-0.28485933291539284;-0.28551714772492487;-0.29177949944764997;-0.2850567887986384;-0.29635220598406625;-0.29087205084018697;-0.2901576871978791;-0.2937175496191929;3.2647833504655397;-0.30258663057338026;0.17234929320998646;-0.15574200105724506;0.03304835888597409;1.0161097218972288;-0.03400757319620809;0.40223799807840266;-0.19951226772676003;-0.0584206237836986;-0.3062990381451822
8032596;28180821809;-0.275601813526031;-0.2834083813231752;-0.28485933291539284;-0.28551714772492487;-0.29177949944764997;-0.2850567887986384;-0.29635220598406625;-0.29087205084018697;-0.2901576871978791;3.4046314266767777;-0.3062990381451822;-0.30258663057338026;0.17234929320998646;-0.15574200105724506;0.03304835888597409;1.0161097218972288;-0.03400757319620809;0.40223799807840266;-0.19951226772676003;-0.0584206237836986;-0.3062990381451822
7992561;30900688863;-0.275601813526031;-0.2834083813231752;-0.28485933291539284;-0.28551714772492487;-0.29177949944764997;-0.2850567887986384;-0.29635220598406625;-0.29087205084018697;-0.2901576871978791;-0.2937175496191929;-0.3062990381451822;3.304838677456009;0.17234929320998646;-0.15574200105724506;0.03304835888597409;-0.9841456866812082;-0.03400757319620809;0.40223799807840266;-0.19951226772676003;-0.0584206237836986;-0.3062990381451822
8011497;10283034125;-0.275601813526031;3.5284771584072656;-0.28485933291539284;-0.28551714772492487;-0.29177949944764997;-0.2850567887986384;-0.29635220598406625;-0.29087205084018697;-0.2901576871978791;-0.2937175496191929;-0.3062990381451822;-0.30258663057338026;0.17234929320998646;-0.15574200105724506;0.03304835888597409;-0.9841456866812082;-0.03400757319620809;-2.4860903365103857;-0.19951226772676003;-0.0584206237836986;3.2647833504655397
8084987;32671354535;-0.275601813526031;-0.2834083813231752;-0.28485933291539284;-0.28551714772492487;-0.29177949944764997;-0.2850567887986384;3.3743632738599083;-0.29087205084018697;-0.2901576871978791;-0.2937175496191929;-0.3062990381451822;-0.30258663057338026;0.17234929320998646;-0.15574200105724506;0.03304835888597409;1.0161097218972288;-0.03400757319620809;0.40223799807840266;-0.19951226772676003;-0.0584206237836986;-0.3062990381451822
7997662;20712217188;-0.275601813526031;-0.2834083813231752;-0.28485933291539284;-0.28551714772492487;-0.29177949944764997;-0.2850567887986384;-0.29635220598406625;3.4379377362365657;-0.2901576871978791;-0.2937175496191929;-0.3062990381451822;-0.30258663057338026;0.17234929320998646;-0.15574200105724506;0.03304835888597409;-0.9841456866812082;-0.03400757319620809;0.40223799807840266;-0.19951226772676003;-0.0584206237836986;-0.3062990381451822
8037331;22155105891;-0.275601813526031;-0.2834083813231752;-0.28485933291539284;-0.28551714772492487;-0.29177949944764997;-0.2850567887986384;-0.29635220598406625;-0.29087205084018697;-0.2901576871978791;-0.2937175496191929;-0.3062990381451822;3.304838677456009;0.17234929320998646;-0.15574200105724506;0.03304835888597409;1.0161097218972288;-0.03400757319620809;0.40223799807840266;-0.19951226772676003;-0.0584206237836986;-0.3062990381451822
7995229;73887168719;-0.275601813526031;-0.2834083813231752;-0.28485933291539284;-0.28551714772492487;-0.29177949944764997;3.508072914925002;-0.29635220598406625;-0.29087205084018697;-0.2901576871978791;-0.2937175496191929;-0.3062990381451822;-0.30258663057338026;0.17234929320998646;-0.15574200105724506;0.03304835888597409;-0.9841456866812082;-0.03400757319620809;0.40223799807840266;-0.19951226772676003;-0.0584206237836986;-0.3062990381451822
8008091;37975569029;-0.275601813526031;-0.2834083813231752;-0.28485933291539284;-0.28551714772492487;-0.29177949944764997;-0.2850567887986384;-0.29635220598406625;-0.29087205084018697;-0.2901576871978791;-0.2937175496191929;-0.3062990381451822;3.304838677456009;0.17234929320998646;-0.15574200105724506;0.03304835888597409;-0.9841456866812082;-0.03400757319620809;-2.4860903365103857;5.012223114869006;-0.0584206237836986;-0.3062990381451822
